# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 7.446970790624618530e-02 1.252625226974487305e+00 2.264904975891113281e-01 7.637065649032592773e-02 1.252625226974487305e+00 2.264904975891113281e-01
1.000000000000000000e+03 1.082850527018308640e-02 3.457597270607948303e-02 4.121449962258338928e-02 7.376162335276603699e-03 3.457597270607948303e-02 4.121449962258338928e-02
2.000000000000000000e+03 3.001008648425340652e-03 1.340292114764451981e-02 7.666578050702810287e-03 1.727759372442960739e-03 1.340292114764451981e-02 7.666578050702810287e-03
3.000000000000000000e+03 4.147310275584459305e-03 6.532651372253894806e-03 3.328684717416763306e-03 2.997610485181212425e-03 6.532651372253894806e-03 3.328684717416763306e-03
4.000000000000000000e+03 1.286036684177815914e-03 2.968388376757502556e-03 2.025447320193052292e-03 9.446712792851030827e-04 2.968388376757502556e-03 2.025447320193052292e-03
5.000000000000000000e+03 8.982424624264240265e-03 1.418087515048682690e-03 2.367734210565686226e-03 6.505420897156000137e-03 1.418087515048682690e-03 2.367734210565686226e-03
6.000000000000000000e+03 8.903138223104178905e-04 1.161880674771964550e-03 9.098196169361472130e-04 6.563244387507438660e-04 1.161880674771964550e-03 9.098196169361472130e-04
7.000000000000000000e+03 7.123617106117308140e-04 9.240338695235550404e-04 6.515769637189805508e-04 5.253911367617547512e-04 9.240338695235550404e-04 6.515769637189805508e-04
8.000000000000000000e+03 6.300169625319540501e-04 7.435999577865004539e-04 4.630157200153917074e-04 4.728837229777127504e-04 7.435999577865004539e-04 4.630157200153917074e-04
9.000000000000000000e+03 5.498152459040284157e-04 5.946827004663646221e-04 3.683408722281455994e-04 4.114357288926839828e-04 5.946827004663646221e-04 3.683408722281455994e-04
1.000000000000000000e+04 5.185990594327449799e-04 4.887677496299147606e-04 3.219400241505354643e-04 3.884062170982360840e-04 4.887677496299147606e-04 3.219400241505354643e-04
1.100000000000000000e+04 4.542232491075992584e-04 4.152305482421070337e-04 2.848108706530183554e-04 3.374486695975065231e-04 4.152305482421070337e-04 2.848108706530183554e-04
